"","Teleological","MechanisticAgent","MechanisticLayout","NumCauses","Contrastive","SufficientDetail","Satisfying","Complete","Trust","EID","PID","type","SID","ExplanationNeed","ExplanationCuriosity","GenderAnnotator","AgeAnnotator","expPID","GenderExplainer","AgeExplainer"
"3872",3,5,4,1,FALSE,5,4,4,5,"513","61092dc329e0316f7d717c8f","Teleological",8,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"3873",5,4,2,2,FALSE,5,5,5,4,"513","61084ec63919365662b9cc02","Teleological",8,5,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"3874",5,5,5,3,FALSE,5,5,5,5,"516","6163b1de42ca011e8f413ca9","Teleological",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3875",2,4,4,2,FALSE,4,4,4,4,"516","5f4962321798ec4bf94a655f","Teleological",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3876",3,5,5,2,FALSE,5,5,5,4,"516","61092dc329e0316f7d717c8f","Teleological",8,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3877",5,5,5,1,TRUE,5,5,5,1,"516","653177c02de58f0b5da387a9","Teleological",8,2,"To know that I understand the self-driving car correctly.","Male","45-54 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3878",5,5,5,1,TRUE,5,5,5,5,"516","64776e3beba1085215214ec0","Teleological",8,2,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3879",5,5,5,3,FALSE,5,5,5,5,"520","6163b1de42ca011e8f413ca9","Mechanistic",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3880",4,5,5,1,FALSE,5,5,5,4,"520","5f85f217f845b10f388f2ce7","Mechanistic",8,2,"To know that I understand the self-driving car correctly.","Female","45-54 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3881",5,5,5,2,TRUE,5,5,5,5,"520","63d41123bd9ac5e95fc74616","Mechanistic",8,1,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3882",4,4,4,1,TRUE,4,3,4,3,"520","5e7d11401ae8680ca60eed9e","Mechanistic",8,2,"To understand what the self-driving car would do next.","Female","35-44 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3883",4,4,3,2,FALSE,5,5,5,3,"520","628fa4639666e8550aa139d5","Mechanistic",8,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3884",5,5,5,2,TRUE,5,5,5,5,"520","64776e3beba1085215214ec0","Mechanistic",8,2,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3885",1,5,1,1,FALSE,3,3,3,3,"528","6163b1de42ca011e8f413ca9","Mechanistic",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3886",4,5,2,2,FALSE,4,4,4,5,"528","5ed1d52eea444913b2d4576d","Mechanistic",8,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3887",3,4,4,1,FALSE,5,5,5,5,"528","61092dc329e0316f7d717c8f","Mechanistic",8,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3888",2,3,2,2,FALSE,2,3,2,3,"528","61084ec63919365662b9cc02","Mechanistic",8,5,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3889",5,3,4,1,FALSE,3,4,3,5,"528","5fc1976d9ea7b31c6ae74f9f","Mechanistic",8,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3890",1,5,5,2,FALSE,4,2,2,1,"531","6163b1de42ca011e8f413ca9","Mechanistic",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3891",2,3,4,2,FALSE,4,4,4,4,"531","5f4962321798ec4bf94a655f","Mechanistic",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3892",5,4,4,2,FALSE,4,4,3,3,"531","63d7b1a0af0a978609a30e3b","Mechanistic",8,2,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3893",5,1,5,2,FALSE,4,5,4,5,"531","5fc1976d9ea7b31c6ae74f9f","Mechanistic",8,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3894",1,4,4,2,FALSE,4,4,4,4,"531","63e5bbe4aa8fac2e51d4fe5c","Mechanistic",8,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3895",2,3,5,1,FALSE,2,4,2,3,"537","6163b1de42ca011e8f413ca9","Mechanistic",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3896",1,3,3,2,FALSE,4,2,2,3,"537","652ec5f6e37f499dbe95eb11","Mechanistic",8,1,"To know that I understand the self-driving car correctly.","Female","25-34 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3897",1,5,5,2,FALSE,3,3,2,2,"537","6298da02915d3fdba6ad828a","Mechanistic",8,3,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3898",4,5,4,1,FALSE,5,4,3,1,"537","648c815013ff60a0d783f986","Mechanistic",8,5,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3899",4,4,3,1,FALSE,3,2,4,3,"537","63d7b1a0af0a978609a30e3b","Mechanistic",8,2,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3900",5,5,1,2,TRUE,4,4,4,4,"545","6163b1de42ca011e8f413ca9","Counterfactual",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3901",4,5,4,1,TRUE,5,5,5,5,"545","652cc1b92c358b7f3975f91b","Counterfactual",8,5,"I was surprised by the self-driving car's actions and want to know what I missed.","Male","55-64 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3902",5,5,4,2,TRUE,5,4,5,5,"545","5ed1d52eea444913b2d4576d","Counterfactual",8,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3903",3,2,2,1,TRUE,3,2,4,1,"545","61084ec63919365662b9cc02","Counterfactual",8,5,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3904",4,4,4,1,FALSE,5,5,5,5,"545","64776e3beba1085215214ec0","Counterfactual",8,2,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","62d4eab35c24dc15df81080b","Male","18-24 years old"
"3905",5,5,1,2,TRUE,1,1,1,1,"555","6163b1de42ca011e8f413ca9","Counterfactual",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3906",1,1,1,0,TRUE,1,1,1,1,"555","60b69129f584ee4e38acf2a0","Counterfactual",8,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","35-44 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3907",3,3,4,0,TRUE,4,5,4,2,"555","648c815013ff60a0d783f986","Counterfactual",8,5,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3908",1,1,1,1,TRUE,4,1,4,5,"555","64776e3beba1085215214ec0","Counterfactual",8,2,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3909",1,5,2,1,TRUE,2,1,1,1,"555","63d7b1a0af0a978609a30e3b","Counterfactual",8,2,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3910",4,1,1,1,FALSE,2,2,1,2,"432","5b26b4ae007d870001c7cd78","Teleological",7,1,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3911",5,1,1,1,FALSE,1,1,1,1,"432","6443231fbc6350e4ee5f2f25","Teleological",7,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3912",2,1,2,0,FALSE,1,1,1,1,"432","5fec06ae197628d566cdc782","Teleological",7,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Female","45-54 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3913",5,1,1,1,FALSE,1,1,1,1,"432","60ba366b3792b3b40b6716bc","Teleological",7,1,"To know that I understand the self-driving car correctly.","Female","35-44 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3914",2,2,2,1,FALSE,2,2,2,4,"432","63d2d90dab88cd046129d697","Teleological",7,3,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3915",3,2,5,1,FALSE,3,3,3,3,"453","5b26b4ae007d870001c7cd78","Mechanistic",7,1,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"3916",1,5,5,2,FALSE,4,3,2,3,"453","61001e0da44d884fa49cd3b6","Mechanistic",7,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"3917",3,5,5,4,FALSE,4,5,5,3,"453","614fb0e5a57edac09cfeaf1f","Mechanistic",7,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","65+ years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"3918",5,1,3,2,FALSE,2,2,4,3,"453","651d65a5b995596cfd8988c0","Mechanistic",7,1,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"3919",3,3,3,0,FALSE,3,4,4,3,"453","650cbbfec37399108c60a734","Mechanistic",7,4,"To understand what the self-driving car would do next.","Male","25-34 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"3920",3,1,1,0,FALSE,1,1,1,1,"467","5b26b4ae007d870001c7cd78","Mechanistic",7,1,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3921",4,5,1,2,FALSE,3,3,3,4,"467","61001e0da44d884fa49cd3b6","Mechanistic",7,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3922",5,5,4,1,TRUE,5,4,4,5,"467","646cfc663c6a71e2ab992704","Mechanistic",7,4,"To know what the self-driving car would have done if something had been different.","Male","65+ years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3923",4,4,4,1,TRUE,4,5,4,4,"467","63ecfea248ea89e9bb6b2a9a","Mechanistic",7,1,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3924",1,3,1,1,FALSE,2,1,1,2,"467","5c525705f3001c000124e4f4","Mechanistic",7,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3925",2,2,2,1,FALSE,4,4,4,4,"473","5b26b4ae007d870001c7cd78","Mechanistic",7,1,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"3926",3,3,3,2,FALSE,4,4,4,4,"473","63062501b80b139870ea2af4","Mechanistic",7,3,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Male","25-34 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"3927",2,2,2,1,FALSE,3,4,2,2,"473","5e224d74e8ec0753489bff2a","Mechanistic",7,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Prefer not to say","25-34 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"3928",4,4,2,1,FALSE,4,4,4,3,"473","63d2d90dab88cd046129d697","Mechanistic",7,3,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"3929",4,3,2,0,FALSE,4,5,4,4,"473","5f5fef6ce0809f0d5b3cde5c","Mechanistic",7,2,"To know that I understand the self-driving car correctly.","Male","18-24 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"3930",4,4,2,2,TRUE,4,4,4,4,"477","5b26b4ae007d870001c7cd78","Counterfactual",7,1,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","60965962e523358592059dcb","Female","65+ years old"
"3931",3,3,3,3,TRUE,4,4,3,2,"477","61113f20a9497a72b0c1ed6c","Counterfactual",7,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Female","25-34 years old","60965962e523358592059dcb","Female","65+ years old"
"3932",4,5,4,1,TRUE,5,4,5,4,"477","646cfc663c6a71e2ab992704","Counterfactual",7,4,"To know what the self-driving car would have done if something had been different.","Male","65+ years old","60965962e523358592059dcb","Female","65+ years old"
"3933",4,4,2,2,TRUE,2,2,2,2,"477","651d65a5b995596cfd8988c0","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Female","25-34 years old","60965962e523358592059dcb","Female","65+ years old"
"3934",2,2,3,3,TRUE,4,3,2,3,"477","64136f88c10044d1beb69d34","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","60965962e523358592059dcb","Female","65+ years old"
"3935",2,1,1,0,TRUE,1,1,1,1,"478","5b26b4ae007d870001c7cd78","Counterfactual",7,1,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3936",2,4,4,1,TRUE,2,2,2,4,"478","61001e0da44d884fa49cd3b6","Counterfactual",7,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3937",4,1,1,0,TRUE,2,2,2,4,"478","5e224d74e8ec0753489bff2a","Counterfactual",7,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Prefer not to say","25-34 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3938",4,4,2,2,TRUE,3,4,4,4,"478","5f0e8b3ec42b54043d5de0ca","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Female","18-24 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3939",2,4,2,1,FALSE,3,3,3,5,"478","63d2d90dab88cd046129d697","Counterfactual",7,3,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"3940",2,1,1,1,TRUE,4,4,4,4,"483","5b26b4ae007d870001c7cd78","Counterfactual",7,1,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5e373f33a42bce6daa55ea65","Female","65+ years old"
"3941",5,2,3,1,TRUE,4,4,4,4,"483","5fec06ae197628d566cdc782","Counterfactual",7,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Female","45-54 years old","5e373f33a42bce6daa55ea65","Female","65+ years old"
"3942",3,4,4,1,FALSE,4,4,3,3,"483","63d2d90dab88cd046129d697","Counterfactual",7,3,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5e373f33a42bce6daa55ea65","Female","65+ years old"
"3943",4,4,1,2,TRUE,4,2,4,4,"483","650ddb31882ae49811d4342f","Counterfactual",7,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5e373f33a42bce6daa55ea65","Female","65+ years old"
"3944",2,2,2,2,TRUE,2,2,3,3,"483","64136f88c10044d1beb69d34","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","5e373f33a42bce6daa55ea65","Female","65+ years old"
"3945",4,1,1,1,TRUE,4,4,4,4,"487","5b26b4ae007d870001c7cd78","Counterfactual",7,1,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","62827896d034545333f4610c","Female","55-64 years old"
"3946",3,1,1,0,TRUE,2,2,2,2,"487","5e224d74e8ec0753489bff2a","Counterfactual",7,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Prefer not to say","25-34 years old","62827896d034545333f4610c","Female","55-64 years old"
"3947",4,5,4,1,TRUE,5,4,4,4,"487","63ecfea248ea89e9bb6b2a9a","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Male","35-44 years old","62827896d034545333f4610c","Female","55-64 years old"
"3948",2,2,2,0,TRUE,1,1,1,1,"487","650cbbfec37399108c60a734","Counterfactual",7,4,"To understand what the self-driving car would do next.","Male","25-34 years old","62827896d034545333f4610c","Female","55-64 years old"
"3949",4,2,1,1,TRUE,3,3,2,3,"487","5f5addd46352f01f839a6b23","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Male","45-54 years old","62827896d034545333f4610c","Female","55-64 years old"
"3950",3,4,1,2,TRUE,3,2,2,1,"488","5b26b4ae007d870001c7cd78","Counterfactual",7,1,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"3951",3,5,1,1,FALSE,5,4,4,4,"488","63233b6cfc33c42fb00e3d9b","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"3952",3,4,3,3,TRUE,3,4,4,3,"488","5e224d74e8ec0753489bff2a","Counterfactual",7,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Prefer not to say","25-34 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"3953",2,5,4,1,FALSE,4,4,4,5,"488","63d2d90dab88cd046129d697","Counterfactual",7,3,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"3954",5,5,1,3,TRUE,5,5,5,5,"488","650ddb31882ae49811d4342f","Counterfactual",7,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"3955",3,3,3,4,TRUE,4,3,4,4,"488","64136f88c10044d1beb69d34","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"3956",5,1,2,1,FALSE,2,1,1,2,"440","5e35ee03ce5a725a283da8cd","Teleological",7,4,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3957",3,1,1,1,TRUE,1,2,1,1,"440","63233b6cfc33c42fb00e3d9b","Teleological",7,1,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3958",4,5,4,1,TRUE,5,5,2,4,"440","646cfc663c6a71e2ab992704","Teleological",7,4,"To know what the self-driving car would have done if something had been different.","Male","65+ years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3959",3,3,3,2,TRUE,2,4,2,4,"440","5f5addd46352f01f839a6b23","Teleological",7,1,"To know that I understand the self-driving car correctly.","Male","45-54 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3960",2,1,2,1,FALSE,2,2,3,3,"440","64136f88c10044d1beb69d34","Teleological",7,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3961",2,3,1,1,FALSE,2,2,1,2,"452","5e35ee03ce5a725a283da8cd","Mechanistic",7,4,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5f6f88cdb1ca47522ca4eef3","Female","35-44 years old"
"3962",3,5,4,1,FALSE,4,4,4,4,"452","61001e0da44d884fa49cd3b6","Mechanistic",7,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5f6f88cdb1ca47522ca4eef3","Female","35-44 years old"
"3963",4,4,3,1,TRUE,4,3,4,3,"452","61113f20a9497a72b0c1ed6c","Mechanistic",7,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Female","25-34 years old","5f6f88cdb1ca47522ca4eef3","Female","35-44 years old"
"3964",1,5,1,1,FALSE,2,2,3,4,"452","60ba366b3792b3b40b6716bc","Mechanistic",7,1,"To know that I understand the self-driving car correctly.","Female","35-44 years old","5f6f88cdb1ca47522ca4eef3","Female","35-44 years old"
"3965",4,3,4,0,FALSE,3,4,4,3,"452","650cbbfec37399108c60a734","Mechanistic",7,4,"To understand what the self-driving car would do next.","Male","25-34 years old","5f6f88cdb1ca47522ca4eef3","Female","35-44 years old"
"3966",4,1,4,1,FALSE,4,3,3,4,"454","5e35ee03ce5a725a283da8cd","Mechanistic",7,4,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3967",3,4,4,1,FALSE,4,4,4,4,"454","61001e0da44d884fa49cd3b6","Mechanistic",7,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3968",1,1,5,1,FALSE,3,3,2,3,"454","5fec06ae197628d566cdc782","Mechanistic",7,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Female","45-54 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3969",1,1,5,0,FALSE,5,5,5,5,"454","5c525705f3001c000124e4f4","Mechanistic",7,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3970",2,2,2,1,TRUE,1,1,1,1,"454","650cbbfec37399108c60a734","Mechanistic",7,4,"To understand what the self-driving car would do next.","Male","25-34 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3971",2,5,5,2,TRUE,5,5,5,4,"455","5e35ee03ce5a725a283da8cd","Mechanistic",7,4,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","60965962e523358592059dcb","Female","65+ years old"
"3972",2,3,2,2,FALSE,4,4,4,4,"455","63062501b80b139870ea2af4","Mechanistic",7,3,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Male","25-34 years old","60965962e523358592059dcb","Female","65+ years old"
"3973",3,1,1,2,TRUE,4,3,3,2,"455","61113f20a9497a72b0c1ed6c","Mechanistic",7,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Female","25-34 years old","60965962e523358592059dcb","Female","65+ years old"
"3974",4,4,4,0,TRUE,3,5,4,4,"455","63ecfea248ea89e9bb6b2a9a","Mechanistic",7,1,"To know that I understand the self-driving car correctly.","Male","35-44 years old","60965962e523358592059dcb","Female","65+ years old"
"3975",5,5,1,1,FALSE,4,4,4,4,"455","5f5fef6ce0809f0d5b3cde5c","Mechanistic",7,2,"To know that I understand the self-driving car correctly.","Male","18-24 years old","60965962e523358592059dcb","Female","65+ years old"
"3976",3,1,1,1,FALSE,1,1,1,1,"464","5e35ee03ce5a725a283da8cd","Mechanistic",7,4,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3977",5,1,1,1,FALSE,2,2,2,2,"464","61001e0da44d884fa49cd3b6","Mechanistic",7,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3978",4,4,5,0,FALSE,5,5,4,2,"464","646cfc663c6a71e2ab992704","Mechanistic",7,4,"To know what the self-driving car would have done if something had been different.","Male","65+ years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3979",5,1,2,1,FALSE,4,4,4,4,"464","5c525705f3001c000124e4f4","Mechanistic",7,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3980",1,1,1,0,FALSE,1,1,1,1,"464","5f5fef6ce0809f0d5b3cde5c","Mechanistic",7,2,"To know that I understand the self-driving car correctly.","Male","18-24 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3981",2,1,1,1,FALSE,2,2,1,3,"482","5e35ee03ce5a725a283da8cd","Counterfactual",7,4,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3982",4,4,1,1,TRUE,2,2,2,2,"482","5f233780d9463c01972da356","Counterfactual",7,1,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","63614a372fef8174fe8363f1","Male","18-24 years old"
